	level_0	index	Funktion	Ratsmitglied	Zutrittsberechtigte	document	page
1072	1132	7	Alliance Sud		Herkenrath Marc	2019-10-17 zutrittsberechtigte-nr.pdf	18
1073	1133	8	Collaborateur(rice) personnel(le)	Nantermod Philippe, PLR/VS	Vernay André	2019-10-17 zutrittsberechtigte-nr.pdf	18
1074	1134	9	Centre patronal		Kuonen Martin Marcel	2019-10-17 zutrittsberechtigte-nr.pdf	18
1075	1135	10	Prometerre	Nicolet Jacques, UDC/VD	Thomas Luc	2019-10-17 zutrittsberechtigte-nr.pdf	18
1076	1136	11				2019-10-17 zutrittsberechtigte-nr.pdf	18
1077	1137	12	Vereinigung Schweizerischer Privatbanken	Nidegger Yves, UDC/GE	Zijdenbos Theo	2019-10-17 zutrittsberechtigte-nr.pdf	18
1078	1138	13	Institute for Security Analysis and Strategic Networking		Bollag Josef	2019-10-17 zutrittsberechtigte-nr.pdf	18
1079	1139	14	Invité(e)	Nordmann Roger, PSS/VD	Cherix François	2019-10-17 zutrittsberechtigte-nr.pdf	18
1080	1140	15		Leumann Luc	Verkehrsclub Schweiz	2019-10-17 zutrittsberechtigte-nr.pdf	18
1081	1141	0	Gast	Nussbaumer Eric, SP/BL	Hegi Roger	2019-10-17 zutrittsberechtigte-nr.pdf	19
1082	1142	1	AEE Suisse; CRK		Batzli Stefan	2019-10-17 zutrittsberechtigte-nr.pdf	19
1083	1143	2		Paganini Nicolo, CVP/SG		2019-10-17 zutrittsberechtigte-nr.pdf	19
1084	1144	3				2019-10-17 zutrittsberechtigte-nr.pdf	19
1085	1145	4	CCIF du canton de Fribourg	Page Pierre-André, UDC/FR	Jenny René	2019-10-17 zutrittsberechtigte-nr.pdf	19
1086	1146	5				2019-10-17 zutrittsberechtigte-nr.pdf	19
1087	1147	6	Repubblica e Cantone Ticino, Area delle relazioni esterne	Pantani Roberta, Lega/TI	Canova Jacopo	2019-10-17 zutrittsberechtigte-nr.pdf	19
1088	1148	7				2019-10-17 zutrittsberechtigte-nr.pdf	19
1089	1149	8	Gewerkschaft Unia, Sektor Industrie	Pardini Corrado, SP/BE	Wyss Manuel	2019-10-17 zutrittsberechtigte-nr.pdf	19
1090	1150	9				2019-10-17 zutrittsberechtigte-nr.pdf	19
1091	1151	10	Schweiz. Versicherungsverband	Pezzatti Bruno, FDP-Liberale/ZG	Mühlethaler Jan	2019-10-17 zutrittsberechtigte-nr.pdf	19
1092	1152	11	Schweizer Obstverband		Enggasser Josiane	2019-10-17 zutrittsberechtigte-nr.pdf	19
1093	1153	12	Studerus und Partner AG	Pfister Gerhard, CVP/ZG	Studerus Konrad	2019-10-17 zutrittsberechtigte-nr.pdf	19
1094	1154	13	Dynamics Group AG		Mutter Bettina	2019-10-17 zutrittsberechtigte-nr.pdf	19
1095	1155	14	scienceindustries	Pieren Nadja, SVP/BE	Sennhauser Marcel	2019-10-17 zutrittsberechtigte-nr.pdf	19
1096	1156	15				2019-10-17 zutrittsberechtigte-nr.pdf	19
1097	1157	0	Krebsliga	Piller Carrard Valérie, PSS/FR	Lenz Franziska	2019-10-17 zutrittsberechtigte-nr.pdf	20
1098	1158	1				2019-10-17 zutrittsberechtigte-nr.pdf	20
1099	1159	2	KPMG	Portmann Hans-Peter, FDP-Liberale/ZH	Hammer Andreas	2019-10-17 zutrittsberechtigte-nr.pdf	20
1100	1160	3	Schweizerische Bankiervereinigung		Lipp Silvan	2019-10-17 zutrittsberechtigte-nr.pdf	20
1101	1161	4	BDP Luzern	Quadranti Rosmarie, BDP/ZH	Kläfiger Denis	2019-10-17 zutrittsberechtigte-nr.pdf	20
1102	1162	5	Pinkcross		Heggli Roman	2019-10-17 zutrittsberechtigte-nr.pdf	20
1103	1163	6	UPC	Quadri Lorenzo, Lega/TI	Aschwanden Jürg	2019-10-17 zutrittsberechtigte-nr.pdf	20
1104	1164	7				2019-10-17 zutrittsberechtigte-nr.pdf	20
1105	1165	8	Collaboratore/trice personale	Regazzi Fabio, CVP/TI	Trisconi Michela	2019-10-17 zutrittsberechtigte-nr.pdf	20
1106	1166	9	furrerhugi.ag Svizzera italiana		Geninazzi Angelo	2019-10-17 zutrittsberechtigte-nr.pdf	20
1107	1167	10	Piratenpartei	Reimann Lukas, SVP/SG	Fouquet Pascal	2019-10-17 zutrittsberechtigte-nr.pdf	20
1108	1168	11	Persönliche/r Mitarbeiter/in		Fischer Roman Jürg	2019-10-17 zutrittsberechtigte-nr.pdf	20
1109	1169	12	Gast	Reimann Maximilian, SVP/AG	Reimann Johann Peter	2019-10-17 zutrittsberechtigte-nr.pdf	20
1110	1170	13	Persönliche/r Mitarbeiter/in		Hilty Robert P.	2019-10-17 zutrittsberechtigte-nr.pdf	20
1111	1171	14	Initiative des Alpes	Reynard Mathias, PSS/VS	Pasquier Isabelle	2019-10-17 zutrittsberechtigte-nr.pdf	20
1112	1172	15		Pilloud Xavier	Réseau FUTUREscience et politique	2019-10-17 zutrittsberechtigte-nr.pdf	20
1113	1173	0	Swisscleantech	Riklin Kathy, CVP/ZH	Weissen Roman	2019-10-17 zutrittsberechtigte-nr.pdf	21
1114	1174	1	BIOMASSE Suisse		Wellinger Arthur	2019-10-17 zutrittsberechtigte-nr.pdf	21
1115	1175	2	usam	Rime Jean-François, UDC/FR	Krattinger Alexa	2019-10-17 zutrittsberechtigte-nr.pdf	21
1116	1176	3	Gast		Christen Beat	2019-10-17 zutrittsberechtigte-nr.pdf	21
1117	1177	4	Schweizer Bauernverband	Ritter Markus, CVP/SG	Rufer Martin	2019-10-17 zutrittsberechtigte-nr.pdf	21
1118	1178	5	Schweizer Bauernverband		Schneider Urs	2019-10-17 zutrittsberechtigte-nr.pdf	21
1119	1179	6		Rochat Fernandez Nicolas, PSS/VD		2019-10-17 zutrittsberechtigte-nr.pdf	21
1120	1180	7				2019-10-17 zutrittsberechtigte-nr.pdf	21
1121	1181	8	Association des entreprises électriques suisses AES	Roduit Benjamin, PDC/VS	Martin Dominique	2019-10-17 zutrittsberechtigte-nr.pdf	21
1122	1182	9	Seilbahnen Schweiz		Odermatt Sepp	2019-10-17 zutrittsberechtigte-nr.pdf	21
1123	1183	10	Associazioni economiche ticinesi	Romano Marco, CVP/TI	Rossi Michele	2019-10-17 zutrittsberechtigte-nr.pdf	21
1124	1184	11	Travail.Suisse		Borioli Sandoz Valérie	2019-10-17 zutrittsberechtigte-nr.pdf	21
1125	1185	12	Berner Bauernverband	Rösti Albert, SVP/BE	Rüegsegger Hans Jörg	2019-10-17 zutrittsberechtigte-nr.pdf	21
1126	1186	13				2019-10-17 zutrittsberechtigte-nr.pdf	21
1127	1187	14	Persönliche/r Mitarbeiter/in	Ruppen Franz, SVP/VS	Decurtins Marco	2019-10-17 zutrittsberechtigte-nr.pdf	21
1128	1188	15		Graber Michael	Gast	2019-10-17 zutrittsberechtigte-nr.pdf	21
1129	1189	0		Rutz Gregor, SVP/ZH		2019-10-17 zutrittsberechtigte-nr.pdf	22
1130	1190	1				2019-10-17 zutrittsberechtigte-nr.pdf	22
1131	1191	2	Stiftung Landschaftsschutz SL-FP	Rytz Regula, GPS/BE	Rodewald Raimund	2019-10-17 zutrittsberechtigte-nr.pdf	22
1132	1192	3	Union Syndicale Suisse USS		Perret Ducommun Laura	2019-10-17 zutrittsberechtigte-nr.pdf	22
1133	1193	4	Persönliche/r Mitarbeiter/in	Salzmann Werner, SVP/BE	Panayides Aliki	2019-10-17 zutrittsberechtigte-nr.pdf	22
1134	1194	5				2019-10-17 zutrittsberechtigte-nr.pdf	22
1135	1195	6	Persönliche/r Mitarbeiter/in	Sauter Regine, FDP-Liberale/ZH	Senn Mario	2019-10-17 zutrittsberechtigte-nr.pdf	22
1136	1196	7				2019-10-17 zutrittsberechtigte-nr.pdf	22
1137	1197	8	Travail.Suisse	Schenker Silvia, SP/BS	Kuert Killer Matthias	2019-10-17 zutrittsberechtigte-nr.pdf	22
1138	1198	9	H+ Die Spitäler der Schweiz		Bienlein Martin	2019-10-17 zutrittsberechtigte-nr.pdf	22
1139	1199	10	suissetec	Schilliger Peter, FDP-Liberale/LU	Kaufmann Hans-Peter	2019-10-17 zutrittsberechtigte-nr.pdf	22
1140	1200	11	Schweizerischer Arbeitgeberverband		Müller Roland A.	2019-10-17 zutrittsberechtigte-nr.pdf	22
1141	1201	12	Gast	Schläpfer Therese, SVP/ZH	Schläpfer Bruno	2019-10-17 zutrittsberechtigte-nr.pdf	22
1142	1202	13				2019-10-17 zutrittsberechtigte-nr.pdf	22
1143	1203	14	Treuhand Suisse	Schneeberger Daniela, FDP-Liberale/BL	Jenni Vanessa	2019-10-17 zutrittsberechtigte-nr.pdf	22
1144	1204	15		Schaller Carina	Schweizerische Bankiervereinigung	2019-10-17 zutrittsberechtigte-nr.pdf	22
1145	1205	0	pro natura	Schneider Schüttel Ursula, SP/FR	Jegher Stella	2019-10-17 zutrittsberechtigte-nr.pdf	23
1146	1206	1	Jugendsession		Schweri Florian	2019-10-17 zutrittsberechtigte-nr.pdf	23
1147	1207	2	Novartis	Schneider-Schneiter Elisabeth, CVP/BL	Huber Peter Andreas	2019-10-17 zutrittsberechtigte-nr.pdf	23
1148	1208	3				2019-10-17 zutrittsberechtigte-nr.pdf	23
1149	1209	4		Schwander Pirmin, SVP/SZ		2019-10-17 zutrittsberechtigte-nr.pdf	23
1150	1210	5				2019-10-17 zutrittsberechtigte-nr.pdf	23
1151	1211	6	WWF Schweiz	Seiler Graf Priska, SP/ZH	Fust Michael	2019-10-17 zutrittsberechtigte-nr.pdf	23
1152	1212	7	Fachstelle Frauenhandel und Frauenmigration		Angelini Rebecca	2019-10-17 zutrittsberechtigte-nr.pdf	23
1153	1213	8	Agrarallianz	Semadeni Silva, SP/GR	Dietler Christof	2019-10-17 zutrittsberechtigte-nr.pdf	23
1154	1214	9	Pro Natura		Strozzi Elena	2019-10-17 zutrittsberechtigte-nr.pdf	23
1155	1215	10	JBDP Kanton Bern	Siegenthaler Heinz, BDP/BE	Huissoud Nicolas	2019-10-17 zutrittsberechtigte-nr.pdf	23
1156	1216	11	Handels-und Industrieverein Kanton Bern		Rohrbach Kurt	2019-10-17 zutrittsberechtigte-nr.pdf	23
1157	1217	12		Sollberger Sandra, SVP/BL		2019-10-17 zutrittsberechtigte-nr.pdf	23
1158	1218	13				2019-10-17 zutrittsberechtigte-nr.pdf	23
1159	1219	14	AGILE.CH	Sommaruga Carlo, PSS/GE	Rouvenaz Badoud Catherine	2019-10-17 zutrittsberechtigte-nr.pdf	23
1160	1220	15		Matile Laurent	Alliance Sud	2019-10-17 zutrittsberechtigte-nr.pdf	23
1161	1221	0	Persönliche/r Mitarbeiter/in	Stamm Luzi, SVP/AG	Stöcklin Guido Heinz	2019-10-17 zutrittsberechtigte-nr.pdf	24
1162	1222	1	Persönliche/r Mitarbeiter/in		Schöni Roland	2019-10-17 zutrittsberechtigte-nr.pdf	24
1163	1223	2		Steinemann Barbara, SVP/ZH		2019-10-17 zutrittsberechtigte-nr.pdf	24
1164	1224	3				2019-10-17 zutrittsberechtigte-nr.pdf	24
1165	1225	4	Persönliche/r Mitarbeiter/in	Streiff-Feller Marianne, EVP/BE	Schwarz Johannes	2019-10-17 zutrittsberechtigte-nr.pdf	24
1166	1226	5	INSOS Schweiz		Saxenhofer Peter	2019-10-17 zutrittsberechtigte-nr.pdf	24
1167	1227	6	WWF Suisse	Thorens Goumaz Adèle, PES/VD	Graf Manuel	2019-10-17 zutrittsberechtigte-nr.pdf	24
1168	1228	7	Greenpeace		Giovanoli Remco	2019-10-17 zutrittsberechtigte-nr.pdf	24
1169	1229	8	Pro Natura	Töngi Michael, GPS/LU	Liner Marcel	2019-10-17 zutrittsberechtigte-nr.pdf	24
1170	1230	9	Schweizer Heimatschutz		Schmid Adrian	2019-10-17 zutrittsberechtigte-nr.pdf	24
1171	1231	10	Collaborateur(rice) personnel(le)	Tornare Manuel, PSS/GE	Byland Karin	2019-10-17 zutrittsberechtigte-nr.pdf	24
1172	1232	11	Collaborateur(rice) personnel(le)		Chiavaroli Danielle	2019-10-17 zutrittsberechtigte-nr.pdf	24
1173	1233	12	Gast	Trede Aline, GPS/BE	Kämpf Matto	2019-10-17 zutrittsberechtigte-nr.pdf	24
1174	1234	13	Gast		Nydegger Zara	2019-10-17 zutrittsberechtigte-nr.pdf	24
1175	1235	14	SVP des Kt. Zürich	Tuena Mauro, SVP/ZH	Wegelin Reinhard	2019-10-17 zutrittsberechtigte-nr.pdf	24
1176	1236	15		Fischer Benjamin	Junge SVP Schweiz	2019-10-17 zutrittsberechtigte-nr.pdf	24
1177	1237	0		Vitali Albert, FDP-Liberale/LU		2019-10-17 zutrittsberechtigte-nr.pdf	25
1178	1238	1				2019-10-17 zutrittsberechtigte-nr.pdf	25
1179	1239	2	Verband öffentlicher Verkehr, Seilbahnen Schweiz	Vogler Karl, csp-ow/OW	Stückelberger Ueli	2019-10-17 zutrittsberechtigte-nr.pdf	25
1180	1240	3	Verband Schweizerischer Kantonalbanken		Steiner Adrian	2019-10-17 zutrittsberechtigte-nr.pdf	25
1181	1241	4	PGLR (Parlamentarische Gruppe Luft- und Raumfahrt)	Vogt Hans-Ueli, SVP/ZH	Kristensen Philip Holmgaard	2019-10-17 zutrittsberechtigte-nr.pdf	25
1182	1242	5				2019-10-17 zutrittsberechtigte-nr.pdf	25
1183	1243	6	Gast	von Siebenthal Erich, SVP/BE	Minder Heinrich	2019-10-17 zutrittsberechtigte-nr.pdf	25
1184	1244	7	Berner Waldbesitzer		Flückiger Stefan	2019-10-17 zutrittsberechtigte-nr.pdf	25
1185	1245	8	Farner Consulting AG	Walliser Bruno, SVP/ZH	Richner Andreas	2019-10-17 zutrittsberechtigte-nr.pdf	25
1186	1246	9	VFAS - Verband freier Autohandel		Kunz Roger	2019-10-17 zutrittsberechtigte-nr.pdf	25
1187	1247	10	Schweizerischer Arbeitgeberverband	Walti Beat, FDP-Liberale/ZH	Vogt Valentin	2019-10-17 zutrittsberechtigte-nr.pdf	25
1188	1248	11	Persönliche/r Mitarbeiter/in		Dolder-Troller Brigitta	2019-10-17 zutrittsberechtigte-nr.pdf	25
1189	1249	12	Gast	Wasserfallen Christian, FDP-Liberale/BE	Wasserfallen Margret	2019-10-17 zutrittsberechtigte-nr.pdf	25
1190	1250	13	Burson Marsteller		Thalhammer Alexandra	2019-10-17 zutrittsberechtigte-nr.pdf	25
1191	1251	14		Wasserfallen Flavia, SP/BE		2019-10-17 zutrittsberechtigte-nr.pdf	25
1192	1252	15				2019-10-17 zutrittsberechtigte-nr.pdf	25
1193	1253	0	Invité(e)	Wehrli Laurent, PLR/VD	Depallens Yves	2019-10-17 zutrittsberechtigte-nr.pdf	26
1194	1254	1				2019-10-17 zutrittsberechtigte-nr.pdf	26
1195	1255	2	aqua viva	Weibel Thomas, glp/ZH	Eisenhut Antonia Katharina	2019-10-17 zutrittsberechtigte-nr.pdf	26
1196	1256	3	swisscleantech		Zeyer Christian	2019-10-17 zutrittsberechtigte-nr.pdf	26
1197	1257	4	Terre des Femmes	Wermuth Cédric, SP/AG	Eggler Simone	2019-10-17 zutrittsberechtigte-nr.pdf	26
1198	1258	5	Alpen-Initiative		Betschart Django	2019-10-17 zutrittsberechtigte-nr.pdf	26
1199	1259	6	auto-schweiz	Wobmann Walter, SVP/SO	Burgener Andreas	2019-10-17 zutrittsberechtigte-nr.pdf	26
1200	1260	7	strasseschweiz / routesuisse		Fantino Olivier	2019-10-17 zutrittsberechtigte-nr.pdf	26
1201	1261	8	Persönliche/r Mitarbeiter/in	Wüthrich Adrian, SP/BE	Schluep Cécile	2019-10-17 zutrittsberechtigte-nr.pdf	26
1202	1262	9	Kommunikation Travail.Suisse		Rosenkranz Linda	2019-10-17 zutrittsberechtigte-nr.pdf	26
1203	1263	10	Gast	Zanetti Claudio, SVP/ZH	Schmid Claudio	2019-10-17 zutrittsberechtigte-nr.pdf	26
1204	1264	11	Comparis - Public Affairs		Schneuwly Felix	2019-10-17 zutrittsberechtigte-nr.pdf	26
1205	1265	12		Zuberbühler David, SVP/AR		2019-10-17 zutrittsberechtigte-nr.pdf	26
1206	1266	13				2019-10-17 zutrittsberechtigte-nr.pdf	26
1207	1267	0	Invité(e)	Addor Jean-Luc, UDC/VS	Perroud Bruno	Liste der Zutrittberechtigte 2015-12-15 N.pdf	2
1208	1268	1	Invité(e)		Kim Thierry	Liste der Zutrittberechtigte 2015-12-15 N.pdf	2
1209	1269	2	aaremilch AG	Aebi Andreas, SVP/BE	Schneider Donat	Liste der Zutrittberechtigte 2015-12-15 N.pdf	2
1210	1270	3				Liste der Zutrittberechtigte 2015-12-15 N.pdf	2
1211	1271	4	Bildungsorganisation savoirsuisse	Aebischer Matthias, SP/BE	Bütikofer Etienne	Liste der Zutrittberechtigte 2015-12-15 N.pdf	2
1212	1272	5	Gast		Meyer Markus	Liste der Zutrittberechtigte 2015-12-15 N.pdf	2
1213	1273	6		Aeschi Thomas, SVP/ZG		Liste der Zutrittberechtigte 2015-12-15 N.pdf	2
1214	1274	7				Liste der Zutrittberechtigte 2015-12-15 N.pdf	2
1215	1275	8		Allemann Evi, SP/BE		Liste der Zutrittberechtigte 2015-12-15 N.pdf	2
1216	1276	9				Liste der Zutrittberechtigte 2015-12-15 N.pdf	2
1217	1277	10		Amarelle Cesla, PSS/VD		Liste der Zutrittberechtigte 2015-12-15 N.pdf	2
1218	1278	11				Liste der Zutrittberechtigte 2015-12-15 N.pdf	2
1219	1279	12	Centre patronal	Amaudruz Céline, UDC/GE	Eperon Patrick	Liste der Zutrittberechtigte 2015-12-15 N.pdf	2
1220	1280	13				Liste der Zutrittberechtigte 2015-12-15 N.pdf	2
1221	1281	14		Amherd Viola, CVP/VS		Liste der Zutrittberechtigte 2015-12-15 N.pdf	2
1222	1282	15				Liste der Zutrittberechtigte 2015-12-15 N.pdf	2
1223	1283	0	Gast	Ammann Thomas, CVP/SG	Ammann-Pridgar Gabi	Liste der Zutrittberechtigte 2015-12-15 N.pdf	3
1224	1284	1				Liste der Zutrittberechtigte 2015-12-15 N.pdf	3
1225	1285	2	ASTAG Schweizerischer Nutzfahrzeugverband	Amstutz Adrian, SVP/BE	Jaussi Reto	Liste der Zutrittberechtigte 2015-12-15 N.pdf	3
1226	1286	3	Swiss Olympic		Schnegg Roger	Liste der Zutrittberechtigte 2015-12-15 N.pdf	3
1227	1287	4		Arnold Beat, SVP/UR		Liste der Zutrittberechtigte 2015-12-15 N.pdf	3
1228	1288	5				Liste der Zutrittberechtigte 2015-12-15 N.pdf	3
1229	1289	6	Gast	Arslan Sibel, BastA/BS	Müller-Walz Urs	Liste der Zutrittberechtigte 2015-12-15 N.pdf	3
1230	1290	7				Liste der Zutrittberechtigte 2015-12-15 N.pdf	3
1231	1291	8	Wohnbaugenosschenschaften Schweiz	Badran Jacqueline, SP/ZH	Keller Ulrich	Liste der Zutrittberechtigte 2015-12-15 N.pdf	3
1232	1292	9	ASLOCA		Zwahlen Pierre	Liste der Zutrittberechtigte 2015-12-15 N.pdf	3
1233	1293	10		Barazzone Guillaume, PDC/GE		Liste der Zutrittberechtigte 2015-12-15 N.pdf	3
1234	1294	11				Liste der Zutrittberechtigte 2015-12-15 N.pdf	3
1235	1295	12	Persönliche/r Mitarbeiter/in	Barrile Angelo, SP/ZH	Helfenstein Urs	Liste der Zutrittberechtigte 2015-12-15 N.pdf	3
1236	1296	13	Gast		Hardmeier Marco	Liste der Zutrittberechtigte 2015-12-15 N.pdf	3
1237	1297	14		Bauer Philippe, PLR/NE		Liste der Zutrittberechtigte 2015-12-15 N.pdf	3
1238	1298	15				Liste der Zutrittberechtigte 2015-12-15 N.pdf	3
1239	1299	0	Schweiz. Bankiervereinigung	Bäumle Martin, glp/ZH	Weibel Alena	Liste der Zutrittberechtigte 2015-12-15 N.pdf	4
1240	1300	1				Liste der Zutrittberechtigte 2015-12-15 N.pdf	4
1241	1301	2		Béglé Claude, PDC/VD		Liste der Zutrittberechtigte 2015-12-15 N.pdf	4
1242	1302	3				Liste der Zutrittberechtigte 2015-12-15 N.pdf	4
1243	1303	4	Musikschaffende Schweiz	Bertschy Kathrin, glp/BE	Trummer Christoph	Liste der Zutrittberechtigte 2015-12-15 N.pdf	4
1244	1304	5				Liste der Zutrittberechtigte 2015-12-15 N.pdf	4
1245	1305	6		Bigler Hans-Ulrich, FDP-Liberale/ZH		Liste der Zutrittberechtigte 2015-12-15 N.pdf	4
1246	1306	7				Liste der Zutrittberechtigte 2015-12-15 N.pdf	4
1247	1307	8	Stiftung für Konsumentenschutz	Birrer-Heimo Prisca, SP/LU	Stalder Sara	Liste der Zutrittberechtigte 2015-12-15 N.pdf	4
1248	1308	9				Liste der Zutrittberechtigte 2015-12-15 N.pdf	4
1249	1309	10	Collaborateur(rice) personnel(le)	Borloz Frédéric, PLR/VD	Miauton Philippe	Liste der Zutrittberechtigte 2015-12-15 N.pdf	4
1250	1310	11				Liste der Zutrittberechtigte 2015-12-15 N.pdf	4
1251	1311	12	Invité(e)	Bourgeois Jacques, PLR/FR	Egger Francis	Liste der Zutrittberechtigte 2015-12-15 N.pdf	4
1252	1312	13	Collaborateur(rice) personnel(le)		Halter Liliane	Liste der Zutrittberechtigte 2015-12-15 N.pdf	4
1253	1313	14		Brand Heinz, SVP/GR		Liste der Zutrittberechtigte 2015-12-15 N.pdf	4
1254	1314	15				Liste der Zutrittberechtigte 2015-12-15 N.pdf	4
1255	1315	0		Brélaz Daniel, PES/VD		Liste der Zutrittberechtigte 2015-12-15 N.pdf	5
1256	1316	1				Liste der Zutrittberechtigte 2015-12-15 N.pdf	5
1257	1317	2	Gast	Brunner Toni, SVP/SG	Friedli Esther	Liste der Zutrittberechtigte 2015-12-15 N.pdf	5
1258	1318	3	Verband Stahl-, Metall- und Papier-Recycling Schweiz		Bähler Thomas	Liste der Zutrittberechtigte 2015-12-15 N.pdf	5
1259	1319	4		Büchel Roland Rino, SVP/SG		Liste der Zutrittberechtigte 2015-12-15 N.pdf	5
1260	1320	5				Liste der Zutrittberechtigte 2015-12-15 N.pdf	5
1261	1321	6	Gast	Büchler Jakob, CVP/SG	Christen Beat	Liste der Zutrittberechtigte 2015-12-15 N.pdf	5
1262	1322	7	Gast		Ruckstuhl Thomas	Liste der Zutrittberechtigte 2015-12-15 N.pdf	5
1263	1323	8	UDC Vaud	Buffat Michaël, UDC/VD	Grangier Kevin	Liste der Zutrittberechtigte 2015-12-15 N.pdf	5
1264	1324	9				Liste der Zutrittberechtigte 2015-12-15 N.pdf	5
1265	1325	10	Invité(e)	Bühler Manfred, UDC/BE	Röthlisberger Claude	Liste der Zutrittberechtigte 2015-12-15 N.pdf	5
1266	1326	11				Liste der Zutrittberechtigte 2015-12-15 N.pdf	5
1267	1327	12	Invité(e)	Bulliard-Marbach Christine, CVP/FR	Bulliard Daniel	Liste der Zutrittberechtigte 2015-12-15 N.pdf	5
1268	1328	13	Gast		Pilloud Xavier	Liste der Zutrittberechtigte 2015-12-15 N.pdf	5
1269	1329	14	Persönliche/r Mitarbeiter/in	Burgherr Thomas, SVP/AG	Gutersohn Thomas	Liste der Zutrittberechtigte 2015-12-15 N.pdf	5
1270	1330	15		Vögeli Urs	Persönliche/r Mitarbeiter/in	Liste der Zutrittberechtigte 2015-12-15 N.pdf	5
1271	1331	0		Burkart Thierry, FDP-Liberale/AG		Liste der Zutrittberechtigte 2015-12-15 N.pdf	6
1272	1332	1				Liste der Zutrittberechtigte 2015-12-15 N.pdf	6
1273	1333	2		Buttet Yannick, PDC/VS		Liste der Zutrittberechtigte 2015-12-15 N.pdf	6
1274	1334	3				Liste der Zutrittberechtigte 2015-12-15 N.pdf	6
1275	1335	4		Campell Duri, BDP/GR		Liste der Zutrittberechtigte 2015-12-15 N.pdf	6
1276	1336	5				Liste der Zutrittberechtigte 2015-12-15 N.pdf	6
1277	1337	6	Die Schweizerische Post AG	Candinas Martin, CVP/GR	Dietrich Matthias	Liste der Zutrittberechtigte 2015-12-15 N.pdf	6
1278	1338	7	hotelleriesuisse		Hans Christophe	Liste der Zutrittberechtigte 2015-12-15 N.pdf	6
1279	1339	8	Associazione Svizzera inquilini	Carobbio Guscetti Marina, SP/TI	Töngi Michael	Liste der Zutrittberechtigte 2015-12-15 N.pdf	6
1280	1340	9	Collaboratore/trice personale		La Mantia Luigina Liliana	Liste der Zutrittberechtigte 2015-12-15 N.pdf	6
1281	1341	10	Repubblica e Cantone Ticino	Cassis Ignazio, FDP-Liberale/TI	Guerra Sara	Liste der Zutrittberechtigte 2015-12-15 N.pdf	6
1282	1342	11				Liste der Zutrittberechtigte 2015-12-15 N.pdf	6
1283	1343	12	Invité(e)	Chevalley Isabelle, pvl/VD	Seydoux Laurent	Liste der Zutrittberechtigte 2015-12-15 N.pdf	6
1284	1344	13	Burson-Marsteller AG		Frey Tim	Liste der Zutrittberechtigte 2015-12-15 N.pdf	6
1285	1345	14	Ordine dei Medici del Canton Ticino	Chiesa Marco, UDC/TI	Denti Franco Eugenio	Liste der Zutrittberechtigte 2015-12-15 N.pdf	6
1286	1346	15				Liste der Zutrittberechtigte 2015-12-15 N.pdf	6
1287	1347	0		Clottu Raymond, UDC/NE		Liste der Zutrittberechtigte 2015-12-15 N.pdf	7
1288	1348	1				Liste der Zutrittberechtigte 2015-12-15 N.pdf	7
1289	1349	2	Schweizer Tourismus-Verband	de Buman Dominique, PDC/FR	Gisi Barbara	Liste der Zutrittberechtigte 2015-12-15 N.pdf	7
1290	1350	3	Parlamentarische Gruppe Schweiz-Armenien		Shahinian Sarkis	Liste der Zutrittberechtigte 2015-12-15 N.pdf	7
1291	1351	4		de Courten Thomas, SVP/BL		Liste der Zutrittberechtigte 2015-12-15 N.pdf	7
1292	1352	5				Liste der Zutrittberechtigte 2015-12-15 N.pdf	7
1293	1353	6	Collaborateur(rice) personnel(le)	de la Reussille Denis, PdT/NE	Ioset Amanda	Liste der Zutrittberechtigte 2015-12-15 N.pdf	7
1294	1354	7				Liste der Zutrittberechtigte 2015-12-15 N.pdf	7
1295	1355	8	Economiesuisse	Derder Fathi, PLR/VD	Gaggini Cristina	Liste der Zutrittberechtigte 2015-12-15 N.pdf	7
1296	1356	9	Invité(e)		Balet Emery Chantal	Liste der Zutrittberechtigte 2015-12-15 N.pdf	7
1297	1357	10	Gast	Dettling Marcel, SVP/SZ	Lienert Monika	Liste der Zutrittberechtigte 2015-12-15 N.pdf	7
1298	1358	11				Liste der Zutrittberechtigte 2015-12-15 N.pdf	7
1299	1359	12		Dobler Marcel, FDP-Liberale/SG		Liste der Zutrittberechtigte 2015-12-15 N.pdf	7
1300	1360	13				Liste der Zutrittberechtigte 2015-12-15 N.pdf	7
1301	1361	14	HEV Zürich	Egloff Hans, SVP/ZH	Leiser Albert	Liste der Zutrittberechtigte 2015-12-15 N.pdf	7
1302	1362	15		Gmür Ansgar	HEV Schweiz	Liste der Zutrittberechtigte 2015-12-15 N.pdf	7
1303	1363	0	Migros-Genossenschaftsbund	Eichenberger-Walther Corina, FDP-Liberale/AG	Schläpfer Martin	Liste der Zutrittberechtigte 2015-12-15 N.pdf	8
1304	1364	1	Farner Consulting AG		Heller Daniel	Liste der Zutrittberechtigte 2015-12-15 N.pdf	8
1305	1365	2		Estermann Yvette, SVP/LU		Liste der Zutrittberechtigte 2015-12-15 N.pdf	8
1306	1366	3				Liste der Zutrittberechtigte 2015-12-15 N.pdf	8
1307	1367	4		Eymann Christoph, LDP/BS		Liste der Zutrittberechtigte 2015-12-15 N.pdf	8
1308	1368	5				Liste der Zutrittberechtigte 2015-12-15 N.pdf	8
1309	1369	6	Gast	Fässler Daniel, CVP/AI	Fässler-Eiermann Helen	Liste der Zutrittberechtigte 2015-12-15 N.pdf	8
